"#","Game","Release date","Price","Score rank(Userscore / Metascore)","Owners","Playtime (Median)","Developer(s)","Publisher(s)"
"1591","Throne of the Dead","Aug 23, 2017","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Verdict Studios LLC","Verdict Studios LLC"
"1592","Piatka","May 23, 2017","$1.04","N/A (N/A)","0 .. 20,000","00:00 (00:00)","iwangr","iwangr"
"1593","Escape Fantasy","Sep 17, 2017","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Marcelo Villarreal","pulsartronic"
"1594","The Unseen","Oct 27, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Dynasty Interactive Ltd","Dynasty Interactive Ltd"
"1595","Captain 13 Beyond the Hero","Aug 25, 2017","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Zombie Soup","Zombie Soup"
"1596","Demon Blade VR","Sep 14, 2017","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Monkeys Crowd Entertainment","Monkeys Crowd Entertainment"
"1597","Triton Wing","Aug 22, 2017","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Alien Mind","Alien Mind"
"1598","Guardians of Life VR","Sep 25, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Yeronimo Apps","Yeronimo Apps"
"1599","Record Store Nightmare","Oct 22, 2017","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hot Seat, Ltd","Hot Seat, Ltd"
"1600","Cursed Isles","Oct 13, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Disgruntled Games LLC","Disgruntled Games LLC"
"1601","Forsaken Generation","Oct 2, 2017","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","MSRX22","MSRX22"
"1602","Edmonton Trolley Car","Sep 12, 2017","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Gametrip","Gametrip"
"1603","ELE BLAZE","Oct 10, 2017","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Pixel Guy","Pixel Guy"
"1604","RoadRunner VR","Oct 12, 2017","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hot Knife Digital Media","Hot Knife Digital Media"
"1605","More Than Just Chess","Nov 3, 2017","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","More Than Just Chess","More Than Just Chess"
"1606","The Trace","Sep 12, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","shenzhen YuHui Technologyco.LTD","shenzhen YuHui Technologyco.LTD"
"1607","Project Almighty","Dec 5, 2017","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","John C. Ragland","John C. Ragland"
"1609","Cellz","Oct 31, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","MGP","MGP"
"1610","HeadSquare - Multiplayer VR Ball Game","Nov 28, 2017","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Made In Holo","Made In Point"
"1611","VRMakingSense","Oct 20, 2017","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Greg Dziemidowicz","Greg Dziemidowicz"
"1612","CRONEWORLD RPG ADVENTURE - 1","Dec 4, 2017","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","STREETCAT STUDIO","STREETCAT STUDIO"
"1613","Divide & Conquer","Nov 29, 2017","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Lunchbox Edu","Lunchbox Edu"
"1614","Sound Soarer","Oct 5, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Bjarki Arge Andreasen","Bjarki Arge Andreasen"
"1615","Pop Pop Boom Boom VR","Dec 1, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Thorne Media, LLC","Thorne Media, LLC"
"1616","Trireme Commander","Nov 1, 2017","$12.95","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Peter Turcan","Peter Turcan"
"1617","Neckbeards: Silly Squadron","Dec 31, 2017","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Soiree Games","Soiree Games"
"1618","Ales Dash","Aug 23, 2017","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Mikage Productions","Mikage Productions"
"1619","Valerian Tales","Jun 23, 2017","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Color Core","Color Core"
"1620","Twisted","Jan 6, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Szekretar","Szekretar"
"1621","Reproduction Man","Jan 10, 2017","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","David Kilmer","Deuteranopia"
"1622","UMA-War VR","Jan 1, 2017","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","One Show","VRSHOW"
"1623","Fear the Dead","Mar 7, 2017","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","MadLab Games","MadLab Games"
"1624","Haunted Train: Spirits of Charon Collector's Edition","May 10, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Deep Shadows Games","Big Fish Games"
"1625","LifeBase","Mar 23, 2017","$12.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Patryk Szuberla","Patryk Szuberla"
"1626","MovingPictures: VR Video and Image Viewer","May 5, 2017","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Aaron Kunkle","Aaron Kunkle"
"1627","The Existence Abstract","Jun 5, 2017","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Soot DE Games","Soot DE Games"
"1628","Riley Short: Analog Boy - Episode 1","Jun 1, 2017","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","boxmyth","boxmyth"
"1629","Trapped Within","Oct 24, 2017","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Rockywood Studios","Rockywood Studios"
"1630","Family Tree Heritage Platinum 15 – Windows","Jun 22, 2017","$39.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Individual Software","Individual Software"
"1631","Solar System Journey VR","Jun 28, 2017","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Amusitronix","Amusitronix"
"1632","Cutlass","Jul 20, 2017","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Demigon","Demigon"
"1633","Unimersiv","Jul 3, 2017","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Baptiste Grève","Unimersiv, Inc"
"1634","DIVER - SEA SURVIVAL SIMULATOR","Sep 3, 2017","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Theodor Niklas","Theodor Niklas"
"1635","MonsterS in haha Island (群妖志)","Aug 18, 2017","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Muggle","Muggle"
"1636","The Mines of Morseph","Oct 3, 2017","$0.59","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Nuts and Volts Electronics","Nuts and Volts Electronics"
"1637","The Nose","Sep 16, 2017","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Three Percent Games","Three Percent Games"
"1638","Song Samurai","Aug 15, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Jake Overall, Mark Ohnsman, Josh Olds, Matthew Overall, Jaime Madsen, Gunnar Anderson, Aaron Kim","CodeWorks"
"1639","The Dark Age I : Zordon's Empire","Aug 30, 2017","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","SES","SEG"
"1640","YOU ARE KING","Sep 19, 2017","$18.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","GHSSJ","GHSSJ"
"1641","Merv Reborn","Nov 1, 2017","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sub Orbital Software","Sub Orbital Software"
"1642","Desert Craft","Oct 31, 2017","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Vitaly Titov","Vitaly Titov"
"1643","Fallen Kingdom","Nov 6, 2017","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Zakhar Pilishvili","Zakhar Pilishvili"
"1644","Ancient Code VR( The Fantasy Egypt Journey)","Jul 1, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ED","ED"
"1645","DiamondFalls","Oct 10, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","GraphXGames","GraphXGames"
"1647","Hell Space","Nov 25, 2017","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Whiteerminestudios","Whiteerminestudios"
"1648","Donjon Defense","Dec 14, 2017","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Obi-Wanya","Obi-Wanya"
"1649","Station Commander","Dec 18, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Technically Competent","Technically Competent"
"1650","Last Salvo","Dec 10, 2017","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Triple Distilled Games","Triple Distilled Games"
"1651","Disassembly Line","Dec 24, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Bumfuzzled Gibbons","Bumfuzzled Gibbons"
"1652","Neon8","Dec 31, 2017","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","GameDevCoop","GameDevCoop"
"1653","魔光","Oct 29, 2017","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Magic Light Team","Magic Light & LittleV"
"1654","Dawn City","Dec 20, 2017","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Lucid Dream Studio","Lucid Dream Studio"
"1655","Tower Ascent","Sep 7, 2017","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","KitTheNinja, Ate134, FFTG - Nate, Kanestapler","KitTheNinja"
"1656","4x4 Offroad Racing - Nitro","Mar 10, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","magnussoft","magnussoft"
"1657","Fort Awesome","Apr 4, 2017","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ben McNelly","Full Bore Studios, LLC"
"1658","Spirit Guide Crucible","Apr 24, 2017","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","IndieRevo","IndieRevo"
"1659","High Templar VR","May 21, 2017","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","VOLTHOLE Inc.","VOLTHOLE Inc."
"1660","Tribal Siege","Jun 13, 2017","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","BOHDOKUMEN.","BOHDOKUMEN."
"1661","Keep It Safe 2","Jun 22, 2017","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","BeshevGames","BeshevGames"
"1662","RXE","Jul 21, 2017","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Buce Studios LLC","Buce Studios LLC"
"1663","Poseidon - Project Dark Sky","Jul 19, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","DP Corp","DP Corp"
"1664","Elly The Jelly","Aug 3, 2017","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Seize Studios","Seize Studios"
"1665","TimeToDie","Aug 8, 2017","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Solo Grind","Solo Grind"
"1666","GRIM - Mystery of Wasules","Oct 24, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","StudioBACKSTAGE","StudioBACKSTAGE"
"1667","DROP VR - AUDIO VISUALIZER","Nov 2, 2017","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","lookcloser","lookcloser"
"1668","OlympicVR","Nov 28, 2017","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Anarkica Games","Anarkica Games"
"1669","In the thrall of darkness: The gift of dreams","Nov 26, 2017","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","PPofGG","PPofGG"
"1670","The Day They Landed","Dec 29, 2017","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Studio Axiom","Studio Axiom"
"1671","Undead Blackout: Reanimated Edition","Feb 3, 2017","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","4MB Interactive Ltd","4MB Interactive Ltd"
"1672","Super Toaster X: Learn Japanese RPG","Sep 20, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Team Toaster","Team Toaster"
"1673","Star Hunter VR","Mar 17, 2017","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","LiangDeZhao","LiangDeZhao"
"1674","Enigma Sphere :Enhanced Edition","Mar 30, 2017","$17.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Yomuneco Inc.","Yomuneco Inc."
"1675","Escape The Gray","Jun 1, 2017","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","QRA-CS","QRA-CS"
"1676","Brave","Aug 18, 2017","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Grean","Grean"
"1677","Beetlejuice: Bad as Can","Sep 25, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","TAS Systems","TAS Systems"
"1678","Sellsword VR","Sep 29, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Emerald Beast Studios","Emerald Beast Studios"
"1680","Pooper Scooper","Oct 13, 2017","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sike Studios","Sike Studios"
"1681","鉄道運転士VR","Nov 13, 2017","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","CRAVA,Inc.","CRAVA,Inc."
"1682","The Silence Outside","Nov 27, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","New Horizon Productions","New Horizon Productions"
"1683","Soul Survival VR","Dec 8, 2017","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Soultek Studio","Soultek Studio"
"1684","VR the Anime Girls Method / 全豚に告ぐ！これで痩せなきゃお前は終わりだ！","Apr 27, 2017","$15.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","AG Directions Inc.","LIVEX INNOVATION, INC."
"1685","Chaos Edge","Mar 29, 2017","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","LaoniuStudio","LaoniuStudio"
"1686","Primal Lands","Jun 27, 2017","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Brettpenzer123","Brettpenzer123"
"1688","Chicken with Chainguns","Nov 3, 2017","$0.59","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Nuts and Volts Electronics","Nuts and Volts Electronics"
"1689","The 37th Week","Nov 14, 2017","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Michael Acosta, Ricard Gras","Michael Acosta"
"1690","VEHICLES FURY","Dec 19, 2017","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ayedh","Ayedh"
"1691","OutBreak: The Escape","Dec 28, 2017","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Daimen Gaming","Daimen Gaming"
"1692","Dawn of the killer zombies","Jul 8, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Theodor Niklas","Theodor Niklas"
"1694","DarkMaze","Jun 6, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Chongqing Yan Wan network technology Co.Ltd.","Chongqing Yan Wan network technology Co.Ltd."
"1695","Police Adventure","Aug 8, 2017","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Fantasy-Gaming","Fantasy-Gaming"
"1696","Survivor of Eschewal","Nov 5, 2017","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Luke Cripps","Fellowplayer"
"1697","symeCu8e","Jul 4, 2017","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","forever8pus","forever8pus"
"1698","Fortune's Tavern - Remastered","Aug 18, 2017","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Trevor Jones","Trevor Jones"
"1700","Medusa's Labyrinth VR","May 24, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Guru Games","Guru Games"
"1701","Lemuria: Lost in Space - VR Edition","Aug 4, 2017","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","EJRGames","EJRGames"
"1702","Call of Nightmare","Oct 13, 2017","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","NightmaresGames","NightmaresGames"
"1703","Alimardan Meets Merlin","Aug 24, 2017","$1.19","N/A (N/A)","0 .. 20,000","00:00 (00:00)","RSK Entertainment","Strategy First"
"1704","CloudCity VR","Jul 13, 2017","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Floating Point Interactive","Floating Point Interactive"
"1705","Hidden Object - Food","Sep 25, 2017","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Boogygames Studios","Boogygames Studios"
"1706","Crafting Tycoon","Dec 15, 2017","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Armagedoom Games","Armagedoom Games"
"1707","The Last Sunshine (Deprecated)","Jan 10, 2017","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Four Eyes Productions","Four Eyes Productions"
"1708","Surface: Reel Life Collector's Edition","Feb 10, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Elephant Games","Big Fish Games"
"1709","The Raiders","Mar 1, 2017","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Applemint","Applemint"
"1710","Dangerous Games: Prisoners of Destiny Collector's Edition","Feb 24, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Blam! Games","Big Fish Games"
"1711","EGG HUNT VR","Apr 14, 2017","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ThinkVirtual LLC","ThinkVirtual LLC"
"1712","LASER STRIKERS","Apr 17, 2017","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Koth Studo","Koth Studio"
"1713","Twilight Phenomena: The Lodgers of House 13 Collector's Edition","Mar 27, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","AMAX Interactive","Big Fish Games"
"1714","Gunball","Jun 28, 2017","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","REDspace","REDspace"
"1715","a nifty game","Sep 1, 2017","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Pixel with Hat","Pixel with Hat"
"1716","Luxin Time","Jun 23, 2017","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ExtraSaucySauce","ExtraSaucySauce"
"1717","Against the Gradient","Jul 10, 2017","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Cogent Education","Cogent Education"
"1718","The First Time I Died","Jun 20, 2017","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ryan Stephen","Ryan Stephen"
"1719","Marble Masters: The Pit","Jul 18, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Polyart Inc.","Polyart Inc."
"1720","Genie","Jul 31, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","X3 Brothers","X3 Brothers"
"1721","4th of July VR","Jul 4, 2017","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Moontower VFX","Moontower VFX"
"1722","Mayan Prophecies: Cursed Island Collector's Edition","Jul 26, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","EleFun Games","Big Fish Games"
"1723","Piece of Memory 2:Prologue","Aug 10, 2017","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","MATRE","MATRE"
"1724","CANARI","Sep 28, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","PixelBot Games","PixelBot Games"
"1725","Runes of Avalon - Path of Magic","Jul 26, 2017","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","AnaWiki Games","AnaWiki Games"
"1726","Squish and the Corrupted Crystal","Aug 8, 2017","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Cheat Code Studios","Cheat Code Studios"
"1727","Flight of Light","Aug 3, 2017","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Crystalline Green Ltd.","Crystalline Green Ltd."
"1728","Trundle","Jul 31, 2017","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tyler Paulley, Devin Rataiczak","Tyler Paulley"
"1729","Solmec: Hollow Planet","Sep 5, 2017","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Octopus 8 Studios","Octopus 8 Studios"
"1730","Ungrounded: Ripple Unleashed VR","Jul 21, 2017","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Joie Liba, William Wu","Joie Liba"
"1731","ColorCode","Aug 30, 2017","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tecsi Aron, Szocs Robert","MeRo Games"
"1732","Taras Bulba and platforms of Hoolion","Aug 8, 2017","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","TarasB","TarasB"
"1734","Endless Reality","Aug 30, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hackerguild LLC","Hackerguild LLC"
"1735","Knossos","Sep 1, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Knossos Software","Knossos Software"
"1736","Korvae in space","Aug 25, 2017","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","David J Ozsvath","David J Ozsvath"
"1737","Chinomikon","Sep 1, 2017","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","dimosha_92","dimosha_92"
"1738","Gappo's Legacy VR","Sep 7, 2017","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Odysseus","Odysseus"
"1739","Two Escapes","Aug 30, 2017","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Whitefish Software","Whitefish Software"
"1740","Freshly fried shrimps seemed hot additionally named noth","Sep 12, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","aomin-meiho","aomin-meiho studios"
"1741","Exterminator: Escape!","Sep 15, 2017","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","PRIME WORKS Co.,Ltd.","PRIME WORKS Co.,Ltd."
"1742","Kitty Nigiri","Sep 5, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Greater Studios","Greater Studios"
"1743","StroodleDoodle","Sep 4, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Eric Neuman","Eric Neuman"
"1744","Space Geekz - The Crunchy Flakes Conspiracy","Oct 13, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","x86-Games","x86-Games"
"1745","TriElement","Sep 26, 2017","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Infinity Arc Studios","Infinity Arc Studios"
"1746","Epsilon Jump Prime","Oct 20, 2017","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Energize Labs Inc.","Energize Labs Inc."
"1747","The Grimsworth Reports: Woodfall","Oct 17, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Jenito","Jenito"
"1748","Dreadnought Sol","Nov 2, 2017","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","The Sherrinford","The Sherrinford"
"1749","Willowisp VR","Nov 13, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Will Petillo","Will Petillo"
"1750","The Adventures of Sam Carlisle: The Hunt for the Lost Treasure","Oct 23, 2017","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Givit Game Studios (Pty) Ltd","Givit Game Studios (Pty) Ltd"
"1751","Rage Quest","Nov 8, 2017","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Nicholas Fisher","Nicholas Fisher"
"1753","BHB: BioHazard Bot","Nov 15, 2017","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Brain Machine","Brain Machine"
"1754","Building Blocks / Master Builder of Egypt","Dec 1, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Gunia Studios","Gunia Studios"
"1755","Bobbi_Cities","Sep 25, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Shanghai ThinkingBear Network Technology Co.,Ltd","Shanghai ThinkingBear Network Technology Co.,Ltd"
"1756","Acorns Above: A World Gone Nuts","Sep 7, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ninja Chip Studios","Ninja Chip Studios"
"1757","MC Lars 2: Brotherhood","Nov 9, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Synersteel Studio, LLC","Synersteel Studio, LLC"
"1758","Monsterplants vs Bowling - Arcade Edition","Nov 11, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Payoff Technologies","Payoff Technologies"
"1759","WWII英雄列伝 最強の虎　クルト・クニスペル","Dec 13, 2017","$24.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Flying Panjandrum / ふらいんぐパンジャンドラム","Flying Panjandrum / ふらいんぐパンジャンドラム"
